_id,year,month,idgeo,isoalpha3,source,indicator,area,quintile,sex,education_level,age,ethnicity,value,se,cv,sample,language,collection_en,collection_es,theme_en,theme_es,disability,migration,management,funding
377,2010,NA,NA,CHL,UNESCO-UIS,XGDP.FSGOV,Total,Total,Total,Total,Total,Total,0.041895399093628,NA,NA,NA,Total,International Organizations,Organizaciones internacionales,Education,Educación,Total,Total,Total,Total
378,2010,NA,NA,BLZ,UNESCO-UIS,XGDP.FSGOV,Total,Total,Total,Total,Total,Total,0.052674798965454,NA,NA,NA,Total,International Organizations,Organizaciones internacionales,Education,Educación,Total,Total,Total,Total
379,2010,NA,NA,BOL,UNESCO-UIS,XGDP.FSGOV,Total,Total,Total,Total,Total,Total,0.069737901687622,NA,NA,NA,Total,International Organizations,Organizaciones internacionales,Education,Educación,Total,Total,Total,Total
380,2010,NA,NA,PER,UNESCO-UIS,XGDP.FSGOV,Total,Total,Total,Total,Total,Total,0.028673000335693,NA,NA,NA,Total,International Organizations,Organizaciones internacionales,Education,Educación,Total,Total,Total,Total
381,2010,NA,NA,JAM,UNESCO-UIS,XGDP.FSGOV,Total,Total,Total,Total,Total,Total,0.063706002235413,NA,NA,NA,Total,International Organizations,Organizaciones internacionales,Education,Educación,Total,Total,Total,Total
382,2010,NA,NA,PRY,UNESCO-UIS,XGDP.FSGOV,Total,Total,Total,Total,Total,Total,0.027707200050354,NA,NA,NA,Total,International Organizations,Organizaciones internacionales,Education,Educación,Total,Total,Total,Total
383,2010,NA,NA,BRA,UNESCO-UIS,XGDP.FSGOV,Total,Total,Total,Total,Total,Total,0.056487998962402,NA,NA,NA,Total,International Organizations,Organizaciones internacionales,Education,Educación,Total,Total,Total,Total
384,2011,NA,NA,PAN,UNESCO-UIS,XGDP.FSGOV,Total,Total,Total,Total,Total,Total,0.031590099334717,NA,NA,NA,Total,International Organizations,Organizaciones internacionales,Education,Educación,Total,Total,Total,Total
385,2011,NA,NA,BOL,UNESCO-UIS,XGDP.FSGOV,Total,Total,Total,Total,Total,Total,0.06450560092926,NA,NA,NA,Total,International Organizations,Organizaciones internacionales,Education,Educación,Total,Total,Total,Total
386,2011,NA,NA,MEX,UNESCO-UIS,XGDP.FSGOV,Total,Total,Total,Total,Total,Total,0.051056499481201,NA,NA,NA,Total,International Organizations,Organizaciones internacionales,Education,Educación,Total,Total,Total,Total
387,2011,NA,NA,PER,UNESCO-UIS,XGDP.FSGOV,Total,Total,Total,Total,Total,Total,0.026635000705719,NA,NA,NA,Total,International Organizations,Organizaciones internacionales,Education,Educación,Total,Total,Total,Total
388,2011,NA,NA,TTO,UNESCO-UIS,XGDP.FSGOV,Total,Total,Total,Total,Total,Total,0.03851,NA,NA,NA,Total,International Organizations,Organizaciones internacionales,Education,Educación,Total,Total,Total,Total
389,2011,NA,NA,URY,UNESCO-UIS,XGDP.FSGOV,Total,Total,Total,Total,Total,Total,0.041493701934814,NA,NA,NA,Total,International Organizations,Organizaciones internacionales,Education,Educación,Total,Total,Total,Total
390,2011,NA,NA,GUY,UNESCO-UIS,XGDP.FSGOV,Total,Total,Total,Total,Total,Total,0.025066900253296,NA,NA,NA,Total,International Organizations,Organizaciones internacionales,Education,Educación,Total,Total,Total,Total
391,2011,NA,NA,BHS,UNESCO-UIS,XGDP.FSGOV,Total,Total,Total,Total,Total,Total,0.0235,NA,NA,NA,Total,International Organizations,Organizaciones internacionales,Education,Educación,Total,Total,Total,Total
392,2011,NA,NA,PRY,UNESCO-UIS,XGDP.FSGOV,Total,Total,Total,Total,Total,Total,0.036928200721741,NA,NA,NA,Total,International Organizations,Organizaciones internacionales,Education,Educación,Total,Total,Total,Total
393,2011,NA,NA,GTM,UNESCO-UIS,XGDP.FSGOV,Total,Total,Total,Total,Total,Total,0.029686501026154,NA,NA,NA,Total,International Organizations,Organizaciones internacionales,Education,Educación,Total,Total,Total,Total
394,2011,NA,NA,COL,UNESCO-UIS,XGDP.FSGOV,Total,Total,Total,Total,Total,Total,0.044660801887512,NA,NA,NA,Total,International Organizations,Organizaciones internacionales,Education,Educación,Total,Total,Total,Total
395,2011,NA,NA,SLV,UNESCO-UIS,XGDP.FSGOV,Total,Total,Total,Total,Total,Total,0.03898540019989,NA,NA,NA,Total,International Organizations,Organizaciones internacionales,Education,Educación,Total,Total,Total,Total
396,2011,NA,NA,ARG,UNESCO-UIS,XGDP.FSGOV,Total,Total,Total,Total,Total,Total,0.05290629863739,NA,NA,NA,Total,International Organizations,Organizaciones internacionales,Education,Educación,Total,Total,Total,Total
397,2011,NA,NA,CRI,UNESCO-UIS,XGDP.FSGOV,Total,Total,Total,Total,Total,Total,0.063798899650574,NA,NA,NA,Total,International Organizations,Organizaciones internacionales,Education,Educación,Total,Total,Total,Total
398,2011,NA,NA,BRA,UNESCO-UIS,XGDP.FSGOV,Total,Total,Total,Total,Total,Total,0.05737410068512,NA,NA,NA,Total,International Organizations,Organizaciones internacionales,Education,Educación,Total,Total,Total,Total
399,2011,NA,NA,BLZ,UNESCO-UIS,XGDP.FSGOV,Total,Total,Total,Total,Total,Total,0.0552,NA,NA,NA,Total,International Organizations,Organizaciones internacionales,Education,Educación,Total,Total,Total,Total
400,2011,NA,NA,ECU,UNESCO-UIS,XGDP.FSGOV,Total,Total,Total,Total,Total,Total,0.047268900871277,NA,NA,NA,Total,International Organizations,Organizaciones internacionales,Education,Educación,Total,Total,Total,Total
401,2011,NA,NA,JAM,UNESCO-UIS,XGDP.FSGOV,Total,Total,Total,Total,Total,Total,0.062666401863098,NA,NA,NA,Total,International Organizations,Organizaciones internacionales,Education,Educación,Total,Total,Total,Total
402,2011,NA,NA,CHL,UNESCO-UIS,XGDP.FSGOV,Total,Total,Total,Total,Total,Total,0.040617299079895,NA,NA,NA,Total,International Organizations,Organizaciones internacionales,Education,Educación,Total,Total,Total,Total
403,2012,NA,NA,JAM,UNESCO-UIS,XGDP.FSGOV,Total,Total,Total,Total,Total,Total,0.061124601364136,NA,NA,NA,Total,International Organizations,Organizaciones internacionales,Education,Educación,Total,Total,Total,Total
404,2012,NA,NA,HND,UNESCO-UIS,XGDP.FSGOV,Total,Total,Total,Total,Total,Total,0.063,NA,NA,NA,Total,International Organizations,Organizaciones internacionales,Education,Educación,Total,Total,Total,Total
405,2012,NA,NA,BOL,UNESCO-UIS,XGDP.FSGOV,Total,Total,Total,Total,Total,Total,0.066279997825623,NA,NA,NA,Total,International Organizations,Organizaciones internacionales,Education,Educación,Total,Total,Total,Total
406,2012,NA,NA,COL,UNESCO-UIS,XGDP.FSGOV,Total,Total,Total,Total,Total,Total,0.043703899383545,NA,NA,NA,Total,International Organizations,Organizaciones internacionales,Education,Educación,Total,Total,Total,Total
407,2012,NA,NA,ECU,UNESCO-UIS,XGDP.FSGOV,Total,Total,Total,Total,Total,Total,0.046430702209473,NA,NA,NA,Total,International Organizations,Organizaciones internacionales,Education,Educación,Total,Total,Total,Total
408,2012,NA,NA,BRA,UNESCO-UIS,XGDP.FSGOV,Total,Total,Total,Total,Total,Total,0.058551001548767,NA,NA,NA,Total,International Organizations,Organizaciones internacionales,Education,Educación,Total,Total,Total,Total
409,2012,NA,NA,CRI,UNESCO-UIS,XGDP.FSGOV,Total,Total,Total,Total,Total,Total,0.065823998451233,NA,NA,NA,Total,International Organizations,Organizaciones internacionales,Education,Educación,Total,Total,Total,Total
410,2012,NA,NA,MEX,UNESCO-UIS,XGDP.FSGOV,Total,Total,Total,Total,Total,Total,0.05103099822998,NA,NA,NA,Total,International Organizations,Organizaciones internacionales,Education,Educación,Total,Total,Total,Total
411,2012,NA,NA,BLZ,UNESCO-UIS,XGDP.FSGOV,Total,Total,Total,Total,Total,Total,0.05472,NA,NA,NA,Total,International Organizations,Organizaciones internacionales,Education,Educación,Total,Total,Total,Total
412,2012,NA,NA,BHS,UNESCO-UIS,XGDP.FSGOV,Total,Total,Total,Total,Total,Total,0.02453,NA,NA,NA,Total,International Organizations,Organizaciones internacionales,Education,Educación,Total,Total,Total,Total
413,2012,NA,NA,URY,UNESCO-UIS,XGDP.FSGOV,Total,Total,Total,Total,Total,Total,0.04094,NA,NA,NA,Total,International Organizations,Organizaciones internacionales,Education,Educación,Total,Total,Total,Total
414,2012,NA,NA,PER,UNESCO-UIS,XGDP.FSGOV,Total,Total,Total,Total,Total,Total,0.029227600097656,NA,NA,NA,Total,International Organizations,Organizaciones internacionales,Education,Educación,Total,Total,Total,Total
415,2012,NA,NA,ARG,UNESCO-UIS,XGDP.FSGOV,Total,Total,Total,Total,Total,Total,0.053458299636841,NA,NA,NA,Total,International Organizations,Organizaciones internacionales,Education,Educación,Total,Total,Total,Total
416,2012,NA,NA,BRB,UNESCO-UIS,XGDP.FSGOV,Total,Total,Total,Total,Total,Total,0.052625098228455,NA,NA,NA,Total,International Organizations,Organizaciones internacionales,Education,Educación,Total,Total,Total,Total
417,2012,NA,NA,SLV,UNESCO-UIS,XGDP.FSGOV,Total,Total,Total,Total,Total,Total,0.037124400138855,NA,NA,NA,Total,International Organizations,Organizaciones internacionales,Education,Educación,Total,Total,Total,Total
418,2012,NA,NA,GTM,UNESCO-UIS,XGDP.FSGOV,Total,Total,Total,Total,Total,Total,0.030052499771118,NA,NA,NA,Total,International Organizations,Organizaciones internacionales,Education,Educación,Total,Total,Total,Total
419,2012,NA,NA,GUY,UNESCO-UIS,XGDP.FSGOV,Total,Total,Total,Total,Total,Total,0.022413198947906,NA,NA,NA,Total,International Organizations,Organizaciones internacionales,Education,Educación,Total,Total,Total,Total
420,2012,NA,NA,PRY,UNESCO-UIS,XGDP.FSGOV,Total,Total,Total,Total,Total,Total,0.03668790102005,NA,NA,NA,Total,International Organizations,Organizaciones internacionales,Education,Educación,Total,Total,Total,Total
421,2012,NA,NA,TTO,UNESCO-UIS,XGDP.FSGOV,Total,Total,Total,Total,Total,Total,0.03682,NA,NA,NA,Total,International Organizations,Organizaciones internacionales,Education,Educación,Total,Total,Total,Total
422,2013,NA,NA,HND,UNESCO-UIS,XGDP.FSGOV,Total,Total,Total,Total,Total,Total,0.058749299049377,NA,NA,NA,Total,International Organizations,Organizaciones internacionales,Education,Educación,Total,Total,Total,Total
423,2013,NA,NA,MEX,UNESCO-UIS,XGDP.FSGOV,Total,Total,Total,Total,Total,Total,0.046960501670837,NA,NA,NA,Total,International Organizations,Organizaciones internacionales,Education,Educación,Total,Total,Total,Total
424,2013,NA,NA,BRB,UNESCO-UIS,XGDP.FSGOV,Total,Total,Total,Total,Total,Total,0.051488900184631,NA,NA,NA,Total,International Organizations,Organizaciones internacionales,Education,Educación,Total,Total,Total,Total
425,2013,NA,NA,GTM,UNESCO-UIS,XGDP.FSGOV,Total,Total,Total,Total,Total,Total,0.028880898952484,NA,NA,NA,Total,International Organizations,Organizaciones internacionales,Education,Educación,Total,Total,Total,Total
426,2013,NA,NA,CRI,UNESCO-UIS,XGDP.FSGOV,Total,Total,Total,Total,Total,Total,0.066873998641968,NA,NA,NA,Total,International Organizations,Organizaciones internacionales,Education,Educación,Total,Total,Total,Total
427,2013,NA,NA,SLV,UNESCO-UIS,XGDP.FSGOV,Total,Total,Total,Total,Total,Total,0.038014900684357,NA,NA,NA,Total,International Organizations,Organizaciones internacionales,Education,Educación,Total,Total,Total,Total
428,2013,NA,NA,BHS,UNESCO-UIS,XGDP.FSGOV,Total,Total,Total,Total,Total,Total,0.02351,NA,NA,NA,Total,International Organizations,Organizaciones internacionales,Education,Educación,Total,Total,Total,Total
429,2013,NA,NA,ARG,UNESCO-UIS,XGDP.FSGOV,Total,Total,Total,Total,Total,Total,0.054366102218628,NA,NA,NA,Total,International Organizations,Organizaciones internacionales,Education,Educación,Total,Total,Total,Total
430,2013,NA,NA,CHL,UNESCO-UIS,XGDP.FSGOV,Total,Total,Total,Total,Total,Total,0.045481400489807,NA,NA,NA,Total,International Organizations,Organizaciones internacionales,Education,Educación,Total,Total,Total,Total
431,2013,NA,NA,PER,UNESCO-UIS,XGDP.FSGOV,Total,Total,Total,Total,Total,Total,0.032972900867462,NA,NA,NA,Total,International Organizations,Organizaciones internacionales,Education,Educación,Total,Total,Total,Total
432,2013,NA,NA,BLZ,UNESCO-UIS,XGDP.FSGOV,Total,Total,Total,Total,Total,Total,0.051419801712036,NA,NA,NA,Total,International Organizations,Organizaciones internacionales,Education,Educación,Total,Total,Total,Total
433,2013,NA,NA,COL,UNESCO-UIS,XGDP.FSGOV,Total,Total,Total,Total,Total,Total,0.048785500526428,NA,NA,NA,Total,International Organizations,Organizaciones internacionales,Education,Educación,Total,Total,Total,Total
434,2013,NA,NA,ECU,UNESCO-UIS,XGDP.FSGOV,Total,Total,Total,Total,Total,Total,0.050046401023865,NA,NA,NA,Total,International Organizations,Organizaciones internacionales,Education,Educación,Total,Total,Total,Total
435,2013,NA,NA,TTO,UNESCO-UIS,XGDP.FSGOV,Total,Total,Total,Total,Total,Total,0.03773,NA,NA,NA,Total,International Organizations,Organizaciones internacionales,Education,Educación,Total,Total,Total,Total
436,2013,NA,NA,BOL,UNESCO-UIS,XGDP.FSGOV,Total,Total,Total,Total,Total,Total,0.06803219795227,NA,NA,NA,Total,International Organizations,Organizaciones internacionales,Education,Educación,Total,Total,Total,Total
437,2013,NA,NA,URY,UNESCO-UIS,XGDP.FSGOV,Total,Total,Total,Total,Total,Total,0.04238920211792,NA,NA,NA,Total,International Organizations,Organizaciones internacionales,Education,Educación,Total,Total,Total,Total
438,2013,NA,NA,BRA,UNESCO-UIS,XGDP.FSGOV,Total,Total,Total,Total,Total,Total,0.058388500213623,NA,NA,NA,Total,International Organizations,Organizaciones internacionales,Education,Educación,Total,Total,Total,Total
439,2013,NA,NA,DOM,UNESCO-UIS,XGDP.FSGOV,Total,Total,Total,Total,Total,Total,0.03628,NA,NA,NA,Total,International Organizations,Organizaciones internacionales,Education,Educación,Total,Total,Total,Total
440,2013,NA,NA,PRY,UNESCO-UIS,XGDP.FSGOV,Total,Total,Total,Total,Total,Total,0.02679,NA,NA,NA,Total,International Organizations,Organizaciones internacionales,Education,Educación,Total,Total,Total,Total
441,2013,NA,NA,JAM,UNESCO-UIS,XGDP.FSGOV,Total,Total,Total,Total,Total,Total,0.062510800361633,NA,NA,NA,Total,International Organizations,Organizaciones internacionales,Education,Educación,Total,Total,Total,Total
442,2014,NA,NA,PAN,UNESCO-UIS,XGDP.FSGOV,Total,Total,Total,Total,Total,Total,0.02817,NA,NA,NA,Total,International Organizations,Organizaciones internacionales,Education,Educación,Total,Total,Total,Total
443,2014,NA,NA,BRA,UNESCO-UIS,XGDP.FSGOV,Total,Total,Total,Total,Total,Total,0.059484801292419,NA,NA,NA,Total,International Organizations,Organizaciones internacionales,Education,Educación,Total,Total,Total,Total
444,2014,NA,NA,COL,UNESCO-UIS,XGDP.FSGOV,Total,Total,Total,Total,Total,Total,0.046294598579407,NA,NA,NA,Total,International Organizations,Organizaciones internacionales,Education,Educación,Total,Total,Total,Total
445,2014,NA,NA,MEX,UNESCO-UIS,XGDP.FSGOV,Total,Total,Total,Total,Total,Total,0.052574701309204,NA,NA,NA,Total,International Organizations,Organizaciones internacionales,Education,Educación,Total,Total,Total,Total
446,2014,NA,NA,BHS,UNESCO-UIS,XGDP.FSGOV,Total,Total,Total,Total,Total,Total,0.02448,NA,NA,NA,Total,International Organizations,Organizaciones internacionales,Education,Educación,Total,Total,Total,Total
447,2014,NA,NA,CRI,UNESCO-UIS,XGDP.FSGOV,Total,Total,Total,Total,Total,Total,0.066795201301575,NA,NA,NA,Total,International Organizations,Organizaciones internacionales,Education,Educación,Total,Total,Total,Total
448,2014,NA,NA,ARG,UNESCO-UIS,XGDP.FSGOV,Total,Total,Total,Total,Total,Total,0.053614401817322,NA,NA,NA,Total,International Organizations,Organizaciones internacionales,Education,Educación,Total,Total,Total,Total
449,2014,NA,NA,BLZ,UNESCO-UIS,XGDP.FSGOV,Total,Total,Total,Total,Total,Total,0.051477298736572,NA,NA,NA,Total,International Organizations,Organizaciones internacionales,Education,Educación,Total,Total,Total,Total
450,2014,NA,NA,GUY,UNESCO-UIS,XGDP.FSGOV,Total,Total,Total,Total,Total,Total,0.043603301048279,NA,NA,NA,Total,International Organizations,Organizaciones internacionales,Education,Educación,Total,Total,Total,Total
451,2014,NA,NA,GTM,UNESCO-UIS,XGDP.FSGOV,Total,Total,Total,Total,Total,Total,0.029856200218201,NA,NA,NA,Total,International Organizations,Organizaciones internacionales,Education,Educación,Total,Total,Total,Total
452,2014,NA,NA,TTO,UNESCO-UIS,XGDP.FSGOV,Total,Total,Total,Total,Total,Total,0.03616,NA,NA,NA,Total,International Organizations,Organizaciones internacionales,Education,Educación,Total,Total,Total,Total
453,2014,NA,NA,CHL,UNESCO-UIS,XGDP.FSGOV,Total,Total,Total,Total,Total,Total,0.047516798973084,NA,NA,NA,Total,International Organizations,Organizaciones internacionales,Education,Educación,Total,Total,Total,Total
454,2014,NA,NA,DOM,UNESCO-UIS,XGDP.FSGOV,Total,Total,Total,Total,Total,Total,0.03622,NA,NA,NA,Total,International Organizations,Organizaciones internacionales,Education,Educación,Total,Total,Total,Total
455,2014,NA,NA,ECU,UNESCO-UIS,XGDP.FSGOV,Total,Total,Total,Total,Total,Total,0.052609901428223,NA,NA,NA,Total,International Organizations,Organizaciones internacionales,Education,Educación,Total,Total,Total,Total
456,2014,NA,NA,PER,UNESCO-UIS,XGDP.FSGOV,Total,Total,Total,Total,Total,Total,0.036959900856018,NA,NA,NA,Total,International Organizations,Organizaciones internacionales,Education,Educación,Total,Total,Total,Total
457,2014,NA,NA,SLV,UNESCO-UIS,XGDP.FSGOV,Total,Total,Total,Total,Total,Total,0.038241600990295,NA,NA,NA,Total,International Organizations,Organizaciones internacionales,Education,Educación,Total,Total,Total,Total
458,2014,NA,NA,PRY,UNESCO-UIS,XGDP.FSGOV,Total,Total,Total,Total,Total,Total,0.02597,NA,NA,NA,Total,International Organizations,Organizaciones internacionales,Education,Educación,Total,Total,Total,Total
459,2014,NA,NA,URY,UNESCO-UIS,XGDP.FSGOV,Total,Total,Total,Total,Total,Total,0.042673501968384,NA,NA,NA,Total,International Organizations,Organizaciones internacionales,Education,Educación,Total,Total,Total,Total
460,2014,NA,NA,NIC,UNESCO-UIS,XGDP.FSGOV,Total,Total,Total,Total,Total,Total,0.040832901000977,NA,NA,NA,Total,International Organizations,Organizaciones internacionales,Education,Educación,Total,Total,Total,Total
461,2014,NA,NA,BRB,UNESCO-UIS,XGDP.FSGOV,Total,Total,Total,Total,Total,Total,0.061431798934936,NA,NA,NA,Total,International Organizations,Organizaciones internacionales,Education,Educación,Total,Total,Total,Total
462,2014,NA,NA,HTI,UNESCO-UIS,XGDP.FSGOV,Total,Total,Total,Total,Total,Total,0.017522699832916,NA,NA,NA,Total,International Organizations,Organizaciones internacionales,Education,Educación,Total,Total,Total,Total
463,2014,NA,NA,JAM,UNESCO-UIS,XGDP.FSGOV,Total,Total,Total,Total,Total,Total,0.06015860080719,NA,NA,NA,Total,International Organizations,Organizaciones internacionales,Education,Educación,Total,Total,Total,Total
464,2014,NA,NA,HND,UNESCO-UIS,XGDP.FSGOV,Total,Total,Total,Total,Total,Total,0.070901198387146,NA,NA,NA,Total,International Organizations,Organizaciones internacionales,Education,Educación,Total,Total,Total,Total
465,2014,NA,NA,BOL,UNESCO-UIS,XGDP.FSGOV,Total,Total,Total,Total,Total,Total,0.07478129863739,NA,NA,NA,Total,International Organizations,Organizaciones internacionales,Education,Educación,Total,Total,Total,Total
466,2015,NA,NA,HND,UNESCO-UIS,XGDP.FSGOV,Total,Total,Total,Total,Total,Total,0.064129700660706,NA,NA,NA,Total,International Organizations,Organizaciones internacionales,Education,Educación,Total,Total,Total,Total
467,2015,NA,NA,CHL,UNESCO-UIS,XGDP.FSGOV,Total,Total,Total,Total,Total,Total,0.049039001464844,NA,NA,NA,Total,International Organizations,Organizaciones internacionales,Education,Educación,Total,Total,Total,Total
468,2015,NA,NA,BRB,UNESCO-UIS,XGDP.FSGOV,Total,Total,Total,Total,Total,Total,0.05177,NA,NA,NA,Total,International Organizations,Organizaciones internacionales,Education,Educación,Total,Total,Total,Total
469,2015,NA,NA,HTI,UNESCO-UIS,XGDP.FSGOV,Total,Total,Total,Total,Total,Total,0.018549799919128,NA,NA,NA,Total,International Organizations,Organizaciones internacionales,Education,Educación,Total,Total,Total,Total
470,2015,NA,NA,MEX,UNESCO-UIS,XGDP.FSGOV,Total,Total,Total,Total,Total,Total,0.052294201850891,NA,NA,NA,Total,International Organizations,Organizaciones internacionales,Education,Educación,Total,Total,Total,Total
471,2015,NA,NA,SUR,UNESCO-UIS,XGDP.FSGOV,Total,Total,Total,Total,Total,Total,0.05518,NA,NA,NA,Total,International Organizations,Organizaciones internacionales,Education,Educación,Total,Total,Total,Total
472,2015,NA,NA,BLZ,UNESCO-UIS,XGDP.FSGOV,Total,Total,Total,Total,Total,Total,0.053577399253845,NA,NA,NA,Total,International Organizations,Organizaciones internacionales,Education,Educación,Total,Total,Total,Total
473,2015,NA,NA,SLV,UNESCO-UIS,XGDP.FSGOV,Total,Total,Total,Total,Total,Total,0.039098799228668,NA,NA,NA,Total,International Organizations,Organizaciones internacionales,Education,Educación,Total,Total,Total,Total
474,2015,NA,NA,BOL,UNESCO-UIS,XGDP.FSGOV,Total,Total,Total,Total,Total,Total,0.081434297561646,NA,NA,NA,Total,International Organizations,Organizaciones internacionales,Education,Educación,Total,Total,Total,Total
475,2015,NA,NA,PER,UNESCO-UIS,XGDP.FSGOV,Total,Total,Total,Total,Total,Total,0.03969330072403,NA,NA,NA,Total,International Organizations,Organizaciones internacionales,Education,Educación,Total,Total,Total,Total
476,2015,NA,NA,GUY,UNESCO-UIS,XGDP.FSGOV,Total,Total,Total,Total,Total,Total,0.038956999778748,NA,NA,NA,Total,International Organizations,Organizaciones internacionales,Education,Educación,Total,Total,Total,Total
477,2015,NA,NA,BHS,UNESCO-UIS,XGDP.FSGOV,Total,Total,Total,Total,Total,Total,0.02399,NA,NA,NA,Total,International Organizations,Organizaciones internacionales,Education,Educación,Total,Total,Total,Total
478,2015,NA,NA,GTM,UNESCO-UIS,XGDP.FSGOV,Total,Total,Total,Total,Total,Total,0.030303299427032,NA,NA,NA,Total,International Organizations,Organizaciones internacionales,Education,Educación,Total,Total,Total,Total
479,2015,NA,NA,PRY,UNESCO-UIS,XGDP.FSGOV,Total,Total,Total,Total,Total,Total,0.03334,NA,NA,NA,Total,International Organizations,Organizaciones internacionales,Education,Educación,Total,Total,Total,Total
480,2015,NA,NA,URY,UNESCO-UIS,XGDP.FSGOV,Total,Total,Total,Total,Total,Total,0.042063698768616,NA,NA,NA,Total,International Organizations,Organizaciones internacionales,Education,Educación,Total,Total,Total,Total
481,2015,NA,NA,DOM,UNESCO-UIS,XGDP.FSGOV,Total,Total,Total,Total,Total,Total,0.03604,NA,NA,NA,Total,International Organizations,Organizaciones internacionales,Education,Educación,Total,Total,Total,Total
482,2015,NA,NA,CRI,UNESCO-UIS,XGDP.FSGOV,Total,Total,Total,Total,Total,Total,0.068734998703003,NA,NA,NA,Total,International Organizations,Organizaciones internacionales,Education,Educación,Total,Total,Total,Total
483,2015,NA,NA,COL,UNESCO-UIS,XGDP.FSGOV,Total,Total,Total,Total,Total,Total,0.044703898429871,NA,NA,NA,Total,International Organizations,Organizaciones internacionales,Education,Educación,Total,Total,Total,Total
484,2015,NA,NA,TTO,UNESCO-UIS,XGDP.FSGOV,Total,Total,Total,Total,Total,Total,0.04453,NA,NA,NA,Total,International Organizations,Organizaciones internacionales,Education,Educación,Total,Total,Total,Total
485,2015,NA,NA,JAM,UNESCO-UIS,XGDP.FSGOV,Total,Total,Total,Total,Total,Total,0.054552102088928,NA,NA,NA,Total,International Organizations,Organizaciones internacionales,Education,Educación,Total,Total,Total,Total
486,2015,NA,NA,BRA,UNESCO-UIS,XGDP.FSGOV,Total,Total,Total,Total,Total,Total,0.062410597801208,NA,NA,NA,Total,International Organizations,Organizaciones internacionales,Education,Educación,Total,Total,Total,Total
487,2015,NA,NA,NIC,UNESCO-UIS,XGDP.FSGOV,Total,Total,Total,Total,Total,Total,0.040784201622009,NA,NA,NA,Total,International Organizations,Organizaciones internacionales,Education,Educación,Total,Total,Total,Total
488,2015,NA,NA,ECU,UNESCO-UIS,XGDP.FSGOV,Total,Total,Total,Total,Total,Total,0.049987001419067,NA,NA,NA,Total,International Organizations,Organizaciones internacionales,Education,Educación,Total,Total,Total,Total
489,2015,NA,NA,PAN,UNESCO-UIS,XGDP.FSGOV,Total,Total,Total,Total,Total,Total,0.03029,NA,NA,NA,Total,International Organizations,Organizaciones internacionales,Education,Educación,Total,Total,Total,Total
490,2015,NA,NA,ARG,UNESCO-UIS,XGDP.FSGOV,Total,Total,Total,Total,Total,Total,0.057761101722717,NA,NA,NA,Total,International Organizations,Organizaciones internacionales,Education,Educación,Total,Total,Total,Total
491,2016,NA,NA,HND,UNESCO-UIS,XGDP.FSGOV,Total,Total,Total,Total,Total,Total,0.06308,NA,NA,NA,Total,International Organizations,Organizaciones internacionales,Education,Educación,Total,Total,Total,Total
492,2016,NA,NA,SUR,UNESCO-UIS,XGDP.FSGOV,Total,Total,Total,Total,Total,Total,0.05641,NA,NA,NA,Total,International Organizations,Organizaciones internacionales,Education,Educación,Total,Total,Total,Total
493,2016,NA,NA,BHS,UNESCO-UIS,XGDP.FSGOV,Total,Total,Total,Total,Total,Total,0.02604,NA,NA,NA,Total,International Organizations,Organizaciones internacionales,Education,Educación,Total,Total,Total,Total
494,2016,NA,NA,BRA,UNESCO-UIS,XGDP.FSGOV,Total,Total,Total,Total,Total,Total,0.06314040184021,NA,NA,NA,Total,International Organizations,Organizaciones internacionales,Education,Educación,Total,Total,Total,Total
495,2016,NA,NA,HTI,UNESCO-UIS,XGDP.FSGOV,Total,Total,Total,Total,Total,Total,0.013877600431442,NA,NA,NA,Total,International Organizations,Organizaciones internacionales,Education,Educación,Total,Total,Total,Total
496,2016,NA,NA,BRB,UNESCO-UIS,XGDP.FSGOV,Total,Total,Total,Total,Total,Total,0.046976699829102,NA,NA,NA,Total,International Organizations,Organizaciones internacionales,Education,Educación,Total,Total,Total,Total
497,2016,NA,NA,NIC,UNESCO-UIS,XGDP.FSGOV,Total,Total,Total,Total,Total,Total,0.040811500549316,NA,NA,NA,Total,International Organizations,Organizaciones internacionales,Education,Educación,Total,Total,Total,Total
498,2016,NA,NA,CRI,UNESCO-UIS,XGDP.FSGOV,Total,Total,Total,Total,Total,Total,0.068939599990845,NA,NA,NA,Total,International Organizations,Organizaciones internacionales,Education,Educación,Total,Total,Total,Total
499,2016,NA,NA,GTM,UNESCO-UIS,XGDP.FSGOV,Total,Total,Total,Total,Total,Total,0.029447400569916,NA,NA,NA,Total,International Organizations,Organizaciones internacionales,Education,Educación,Total,Total,Total,Total
500,2016,NA,NA,BOL,UNESCO-UIS,XGDP.FSGOV,Total,Total,Total,Total,Total,Total,0.081506099700928,NA,NA,NA,Total,International Organizations,Organizaciones internacionales,Education,Educación,Total,Total,Total,Total
501,2016,NA,NA,JAM,UNESCO-UIS,XGDP.FSGOV,Total,Total,Total,Total,Total,Total,0.05314610004425,NA,NA,NA,Total,International Organizations,Organizaciones internacionales,Education,Educación,Total,Total,Total,Total
502,2016,NA,NA,MEX,UNESCO-UIS,XGDP.FSGOV,Total,Total,Total,Total,Total,Total,0.04906819820404,NA,NA,NA,Total,International Organizations,Organizaciones internacionales,Education,Educación,Total,Total,Total,Total
503,2016,NA,NA,BLZ,UNESCO-UIS,XGDP.FSGOV,Total,Total,Total,Total,Total,Total,0.056808400154114,NA,NA,NA,Total,International Organizations,Organizaciones internacionales,Education,Educación,Total,Total,Total,Total
